,Tg,Tg_pred,model_id,Tm,Tm_pred,model,Tg_MAE,Tm_MAE
0,101.0,88.22649895160191,0,,,GB_nopm,12.773501048398089,
1,101.0,88.22649895160191,0,,,GB_nopm,12.773501048398089,
2,101.0,88.22649895160191,0,,,GB_nopm,12.773501048398089,
3,101.0,88.22649895160191,0,,,GB_nopm,12.773501048398089,
4,101.0,88.22649895160191,0,,,GB_nopm,12.773501048398089,
5,87.85,-0.1311747793049065,0,,,GB_nopm,87.9811747793049,
6,87.85,-0.1311747793049065,0,,,GB_nopm,87.9811747793049,
7,87.85,-0.1311747793049065,0,,,GB_nopm,87.9811747793049,
8,87.85,-0.1311747793049065,0,,,GB_nopm,87.9811747793049,
9,87.85,-0.1311747793049065,0,,,GB_nopm,87.9811747793049,
10,126.0,122.08271259764766,0,,,GB_nopm,3.9172874023523434,
11,126.0,122.08271259764766,0,,,GB_nopm,3.9172874023523434,
12,126.0,122.08271259764766,0,,,GB_nopm,3.9172874023523434,
13,126.0,122.08271259764766,0,,,GB_nopm,3.9172874023523434,
14,126.0,122.08271259764766,0,,,GB_nopm,3.9172874023523434,
15,145.0,128.0780039015193,0,,,GB_nopm,16.92199609848069,
16,145.0,128.0780039015193,0,,,GB_nopm,16.92199609848069,
17,145.0,128.0780039015193,0,,,GB_nopm,16.92199609848069,
18,145.0,128.0780039015193,0,,,GB_nopm,16.92199609848069,
19,145.0,128.0780039015193,0,,,GB_nopm,16.92199609848069,
20,94.0,128.0780039015193,0,,,GB_nopm,34.07800390151931,
21,94.0,128.0780039015193,0,,,GB_nopm,34.07800390151931,
22,94.0,128.0780039015193,0,,,GB_nopm,34.07800390151931,
23,94.0,128.0780039015193,0,,,GB_nopm,34.07800390151931,
24,94.0,128.0780039015193,0,,,GB_nopm,34.07800390151931,
25,110.0,128.0780039015193,0,,,GB_nopm,18.07800390151931,
26,110.0,128.0780039015193,0,,,GB_nopm,18.07800390151931,
27,110.0,128.0780039015193,0,,,GB_nopm,18.07800390151931,
28,110.0,128.0780039015193,0,,,GB_nopm,18.07800390151931,
29,110.0,128.0780039015193,0,,,GB_nopm,18.07800390151931,
30,102.0,75.48866696970721,0,,,GB_nopm,26.51133303029279,
31,102.0,75.48866696970721,0,,,GB_nopm,26.51133303029279,
32,102.0,75.48866696970721,0,,,GB_nopm,26.51133303029279,
33,102.0,75.48866696970721,0,,,GB_nopm,26.51133303029279,
34,102.0,75.48866696970721,0,,,GB_nopm,26.51133303029279,
35,92.4,94.34451749926767,0,,,GB_nopm,1.9445174992676613,
36,92.4,87.93371513490658,0,,,GB_nopm,4.466284865093428,
37,92.4,94.34451749926767,0,,,GB_nopm,1.9445174992676613,
38,92.4,89.45399920203623,0,,,GB_nopm,2.9460007979637766,
39,92.4,94.34451749926767,0,,,GB_nopm,1.9445174992676613,
40,122.0,108.78136819069545,0,,,GB_nopm,13.218631809304554,
41,122.0,108.78136819069545,0,,,GB_nopm,13.218631809304554,
42,122.0,108.78136819069545,0,,,GB_nopm,13.218631809304554,
43,122.0,108.78136819069545,0,,,GB_nopm,13.218631809304554,
44,122.0,108.78136819069545,0,,,GB_nopm,13.218631809304554,
45,9.850000000000001,6.8644127880408945,0,,,GB_nopm,2.985587211959107,
46,9.850000000000001,6.8644127880408945,0,,,GB_nopm,2.985587211959107,
47,9.850000000000001,6.8644127880408945,0,,,GB_nopm,2.985587211959107,
48,9.850000000000001,6.8644127880408945,0,,,GB_nopm,2.985587211959107,
49,9.850000000000001,6.8644127880408945,0,,,GB_nopm,2.985587211959107,
50,40.0,46.41773251972484,0,,,GB_nopm,6.4177325197248365,
51,40.0,46.41773251972484,0,,,GB_nopm,6.4177325197248365,
52,40.0,46.41773251972484,0,,,GB_nopm,6.4177325197248365,
53,40.0,46.41773251972484,0,,,GB_nopm,6.4177325197248365,
54,40.0,46.41773251972484,0,,,GB_nopm,6.4177325197248365,
55,36.0,46.41773251972484,0,,,GB_nopm,10.417732519724836,
56,36.0,46.41773251972484,0,,,GB_nopm,10.417732519724836,
57,36.0,46.41773251972484,0,,,GB_nopm,10.417732519724836,
58,36.0,46.41773251972484,0,,,GB_nopm,10.417732519724836,
59,36.0,46.41773251972484,0,,,GB_nopm,10.417732519724836,
60,-22.150000000000006,-22.644799215988726,0,,,GB_nopm,0.4947992159887207,
61,-22.150000000000006,-22.644799215988726,0,,,GB_nopm,0.4947992159887207,
62,-22.150000000000006,-22.644799215988726,0,,,GB_nopm,0.4947992159887207,
63,-22.150000000000006,-22.644799215988726,0,,,GB_nopm,0.4947992159887207,
64,-22.150000000000006,-22.644799215988726,0,,,GB_nopm,0.4947992159887207,
65,11.850000000000001,18.27136414279687,0,,,GB_nopm,6.421364142796868,
66,11.850000000000001,18.27136414279687,0,,,GB_nopm,6.421364142796868,
67,11.850000000000001,18.27136414279687,0,,,GB_nopm,6.421364142796868,
68,11.850000000000001,18.27136414279687,0,,,GB_nopm,6.421364142796868,
69,11.850000000000001,18.27136414279687,0,,,GB_nopm,6.421364142796868,
70,-17.0,-15.289612886617306,0,,,GB_nopm,1.7103871133826942,
71,-17.0,-13.951080617418583,0,,,GB_nopm,3.048919382581417,
72,-17.0,-13.951080617418583,0,,,GB_nopm,3.048919382581417,
73,-17.0,-15.289612886617306,0,,,GB_nopm,1.7103871133826942,
74,-17.0,-11.7498918939026,0,,,GB_nopm,5.2501081060974,
75,-42.0,-37.70727081577334,0,,,GB_nopm,4.292729184226658,
76,-42.0,-37.70727081577334,0,,,GB_nopm,4.292729184226658,
77,-42.0,-37.70727081577334,0,,,GB_nopm,4.292729184226658,
78,-42.0,-37.70727081577334,0,,,GB_nopm,4.292729184226658,
79,-42.0,-37.70727081577334,0,,,GB_nopm,4.292729184226658,
80,171.0,178.93042592893994,0,,,GB_nopm,7.93042592893994,
81,171.0,178.93042592893994,0,,,GB_nopm,7.93042592893994,
82,171.0,178.93042592893994,0,,,GB_nopm,7.93042592893994,
83,171.0,178.93042592893994,0,,,GB_nopm,7.93042592893994,
84,171.0,178.93042592893994,0,,,GB_nopm,7.93042592893994,
85,-47.999999999999986,-42.49453702786538,0,,,GB_nopm,5.505462972134609,
86,-47.999999999999986,-42.49453702786538,0,,,GB_nopm,5.505462972134609,
87,-47.999999999999986,-42.49453702786538,0,,,GB_nopm,5.505462972134609,
88,-47.999999999999986,-42.49453702786538,0,,,GB_nopm,5.505462972134609,
89,-47.999999999999986,-42.49453702786538,0,,,GB_nopm,5.505462972134609,
90,70.0,60.29550664595381,0,,,GB_nopm,9.704493354046193,
91,70.0,60.29550664595381,0,,,GB_nopm,9.704493354046193,
92,70.0,60.29550664595381,0,,,GB_nopm,9.704493354046193,
93,70.0,60.29550664595381,0,,,GB_nopm,9.704493354046193,
94,70.0,60.29550664595381,0,,,GB_nopm,9.704493354046193,
95,110.0,122.66310360420454,0,,,GB_nopm,12.663103604204537,
96,110.0,117.65566584897971,0,,,GB_nopm,7.655665848979709,
97,110.0,122.66310360420454,0,,,GB_nopm,12.663103604204537,
98,110.0,117.65566584897971,0,,,GB_nopm,7.655665848979709,
99,110.0,117.65566584897971,0,,,GB_nopm,7.655665848979709,
100,118.0,119.17631349520653,0,,,GB_nopm,1.1763134952065286,
101,118.0,119.17631349520653,0,,,GB_nopm,1.1763134952065286,
102,118.0,119.17631349520653,0,,,GB_nopm,1.1763134952065286,
103,118.0,119.17631349520653,0,,,GB_nopm,1.1763134952065286,
104,118.0,119.17631349520653,0,,,GB_nopm,1.1763134952065286,
105,102.0,96.6599608780669,0,,,GB_nopm,5.340039121933103,
