,Tg,Tg_pred,model_id,Tm,Tm_pred,model,Tg_MAE,Tm_MAE
0,101.0,114.57339162202439,0,,,GB_pm,13.573391622024388,
1,101.0,114.57339162202439,0,,,GB_pm,13.573391622024388,
2,101.0,114.57339162202439,0,,,GB_pm,13.573391622024388,
3,101.0,114.57339162202439,0,,,GB_pm,13.573391622024388,
4,101.0,114.57339162202439,0,,,GB_pm,13.573391622024388,
5,87.85,82.64872419560734,0,,,GB_pm,5.201275804392651,
6,87.85,82.64872419560734,0,,,GB_pm,5.201275804392651,
7,87.85,82.64872419560734,0,,,GB_pm,5.201275804392651,
8,87.85,82.64872419560734,0,,,GB_pm,5.201275804392651,
9,87.85,82.64872419560734,0,,,GB_pm,5.201275804392651,
10,126.0,121.59683739323025,0,,,GB_pm,4.4031626067697545,
11,126.0,121.59683739323025,0,,,GB_pm,4.4031626067697545,
12,126.0,121.59683739323025,0,,,GB_pm,4.4031626067697545,
13,126.0,121.59683739323025,0,,,GB_pm,4.4031626067697545,
14,126.0,121.59683739323025,0,,,GB_pm,4.4031626067697545,
15,145.0,146.23525405101998,0,,,GB_pm,1.2352540510199788,
16,145.0,146.23525405101998,0,,,GB_pm,1.2352540510199788,
17,145.0,146.23525405101998,0,,,GB_pm,1.2352540510199788,
18,145.0,146.23525405101998,0,,,GB_pm,1.2352540510199788,
19,145.0,146.23525405101998,0,,,GB_pm,1.2352540510199788,
20,94.0,99.01096080003084,0,,,GB_pm,5.010960800030844,
21,94.0,99.01096080003084,0,,,GB_pm,5.010960800030844,
22,94.0,99.01096080003084,0,,,GB_pm,5.010960800030844,
23,94.0,99.01096080003084,0,,,GB_pm,5.010960800030844,
24,94.0,99.01096080003084,0,,,GB_pm,5.010960800030844,
25,110.0,95.97447895285424,0,,,GB_pm,14.025521047145759,
26,110.0,95.97447895285424,0,,,GB_pm,14.025521047145759,
27,110.0,95.97447895285424,0,,,GB_pm,14.025521047145759,
28,110.0,95.97447895285424,0,,,GB_pm,14.025521047145759,
29,110.0,95.97447895285424,0,,,GB_pm,14.025521047145759,
30,102.0,95.87446788695543,0,,,GB_pm,6.125532113044571,
31,102.0,95.87446788695543,0,,,GB_pm,6.125532113044571,
32,102.0,95.87446788695543,0,,,GB_pm,6.125532113044571,
33,102.0,95.87446788695543,0,,,GB_pm,6.125532113044571,
34,102.0,95.87446788695543,0,,,GB_pm,6.125532113044571,
35,92.4,85.5565040162161,0,,,GB_pm,6.84349598378391,
36,92.4,88.22249260814573,0,,,GB_pm,4.177507391854277,
37,92.4,85.5565040162161,0,,,GB_pm,6.84349598378391,
38,92.4,86.67697141214741,0,,,GB_pm,5.723028587852596,
39,92.4,85.5565040162161,0,,,GB_pm,6.84349598378391,
40,122.0,119.29463819869093,0,,,GB_pm,2.705361801309067,
41,122.0,119.29463819869093,0,,,GB_pm,2.705361801309067,
42,122.0,119.29463819869093,0,,,GB_pm,2.705361801309067,
43,122.0,119.29463819869093,0,,,GB_pm,2.705361801309067,
44,122.0,119.29463819869093,0,,,GB_pm,2.705361801309067,
45,9.850000000000001,11.296025637466883,0,,,GB_pm,1.4460256374668816,
46,9.850000000000001,11.296025637466883,0,,,GB_pm,1.4460256374668816,
47,9.850000000000001,11.296025637466883,0,,,GB_pm,1.4460256374668816,
48,9.850000000000001,11.296025637466883,0,,,GB_pm,1.4460256374668816,
49,9.850000000000001,11.296025637466883,0,,,GB_pm,1.4460256374668816,
50,40.0,48.98632950466813,0,,,GB_pm,8.986329504668127,
51,40.0,48.98632950466813,0,,,GB_pm,8.986329504668127,
52,40.0,48.98632950466813,0,,,GB_pm,8.986329504668127,
53,40.0,48.98632950466813,0,,,GB_pm,8.986329504668127,
54,40.0,48.98632950466813,0,,,GB_pm,8.986329504668127,
55,36.0,60.471924237667494,0,,,GB_pm,24.471924237667494,
56,36.0,60.471924237667494,0,,,GB_pm,24.471924237667494,
57,36.0,60.471924237667494,0,,,GB_pm,24.471924237667494,
58,36.0,60.471924237667494,0,,,GB_pm,24.471924237667494,
59,36.0,60.471924237667494,0,,,GB_pm,24.471924237667494,
60,-22.150000000000006,22.62927120174762,0,,,GB_pm,44.779271201747626,
61,-22.150000000000006,22.62927120174762,0,,,GB_pm,44.779271201747626,
62,-22.150000000000006,22.62927120174762,0,,,GB_pm,44.779271201747626,
63,-22.150000000000006,22.62927120174762,0,,,GB_pm,44.779271201747626,
64,-22.150000000000006,22.62927120174762,0,,,GB_pm,44.779271201747626,
65,11.850000000000001,12.419730297089735,0,,,GB_pm,0.569730297089734,
66,11.850000000000001,12.419730297089735,0,,,GB_pm,0.569730297089734,
67,11.850000000000001,12.419730297089735,0,,,GB_pm,0.569730297089734,
68,11.850000000000001,12.419730297089735,0,,,GB_pm,0.569730297089734,
69,11.850000000000001,12.419730297089735,0,,,GB_pm,0.569730297089734,
70,-17.0,-15.443878435404613,0,,,GB_pm,1.5561215645953865,
71,-17.0,-13.533547051099646,0,,,GB_pm,3.466452948900354,
72,-17.0,-13.533547051099646,0,,,GB_pm,3.466452948900354,
73,-17.0,-15.443878435404613,0,,,GB_pm,1.5561215645953865,
74,-17.0,-11.774397183542746,0,,,GB_pm,5.225602816457254,
75,-42.0,-37.19332911200766,0,,,GB_pm,4.80667088799234,
76,-42.0,-37.19332911200766,0,,,GB_pm,4.80667088799234,
77,-42.0,-37.19332911200766,0,,,GB_pm,4.80667088799234,
78,-42.0,-37.19332911200766,0,,,GB_pm,4.80667088799234,
79,-42.0,-37.19332911200766,0,,,GB_pm,4.80667088799234,
80,171.0,159.70403155880592,0,,,GB_pm,11.295968441194077,
81,171.0,159.70403155880592,0,,,GB_pm,11.295968441194077,
82,171.0,159.70403155880592,0,,,GB_pm,11.295968441194077,
83,171.0,159.70403155880592,0,,,GB_pm,11.295968441194077,
84,171.0,159.70403155880592,0,,,GB_pm,11.295968441194077,
85,-47.999999999999986,-37.49883912122915,0,,,GB_pm,10.501160878770833,
